link,search,split,onbeforeunload,onload,onerror,onunload,onbeforeload,onmouseover,dispatchEvent,fireEvent,setAttribute,location,charAt,log,random,charCodeAt,decode,Quit,classid,classId,fromCharCode,concat,indexOf,substring,replace,addEventListener,attachEvent,createElement,getElementById,write,cookie,run,window,console,WScript,document,localStorage,eval,setTimeout,escape,unescape,parseInt,search,split,onbeforeunload,onload,onerror,onunload,onbeforeload,onmouseover,dispatchEvent,fireEvent,setAttribute,location,charAt,log,random,charCodeAt,decode,Quit,classid,classId,fromCharCode,concat,indexOf,substring,replace,addEventListener,attachEvent,createElement,getElementById,write,cookie,window,console,WScript,document,localStorage,eval,setTimeout,escape,unescape,parseInt,jq_addClass,jq_after,jq_append,jq_appendTo,jq_attr,jq_before,jq_html,jq_insertAfter,jq_insertBefore,jq_prepend,jq_prependTo,jq_prop,jq_replaceWith,jq_val,jq_wrap,jq_wrapAll,jq_wrapInner,jq_parseHTML,jq_$,jq_jQuery,jq_jQuery.globalEval,JqueryTotal,ExternalJs
http://dealscottage.com,14,276,0,3,0,0,0,0,18,0,100,0,48,8,67,49,2,0,0,0,16,131,257,49,201,177,13,87,15,6,0,14,0,0,0,0,0,4,48,4,9,108,14,276,0,3,0,0,0,0,18,0,100,0,48,8,67,49,2,0,0,0,16,131,257,49,201,177,13,87,15,6,0,0,0,0,0,0,4,48,4,9,108,77,0,78,3,79,1,18,0,20,13,0,3,2,4,4,3,1,2,3,48,2,361,22
http://dealspari.com,0,90,0,0,0,0,0,0,0,0,31,0,16,28,13,2,1,0,0,0,0,46,110,47,127,46,1,37,53,5,0,0,0,0,0,0,0,1,29,4,2,45,0,90,0,0,0,0,0,0,0,0,31,0,16,28,13,2,1,0,0,0,0,46,110,47,127,46,1,37,53,5,0,0,0,0,0,0,1,29,4,2,45,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,6
http://deangelis.co.uk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://dearmychild.com,0,70,0,0,0,0,0,0,0,0,30,0,8,28,10,2,0,0,0,0,0,46,101,36,108,44,0,27,54,5,0,0,0,0,0,0,0,0,23,0,0,45,0,70,0,0,0,0,0,0,0,0,30,0,8,28,10,2,0,0,0,0,0,46,101,36,108,44,0,27,54,5,0,0,0,0,0,0,0,23,0,0,45,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,5
http://deauville.atspace.com,9,260,0,3,2,0,0,0,68,0,93,0,69,37,50,83,9,0,0,0,21,64,247,114,402,56,24,126,73,22,0,2,0,0,0,0,0,18,156,6,11,185,9,260,0,3,2,0,0,0,68,0,93,0,69,37,50,83,9,0,0,0,21,64,247,114,402,56,24,126,73,22,0,0,0,0,0,0,18,156,6,11,185,256,4,52,35,209,2,45,4,28,9,6,10,5,53,2,3,1,2,64,63,2,855,21
http://debie.pl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://debki-klara.pl,0,13,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,17,1,29,2,3,14,4,0,0,0,0,0,0,0,0,1,2,0,0,9,0,13,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,17,1,29,2,3,14,4,0,0,0,0,0,0,0,1,2,0,0,9,3,1,4,1,9,0,1,0,9,0,0,1,0,2,0,2,0,0,3,12,2,50,3
http://debralittleart.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://debuttheatre.org,1,80,0,5,0,0,0,0,1,0,28,0,16,3,9,1,0,0,0,0,4,19,186,11,104,38,9,99,11,1,2,2,0,0,0,0,0,1,103,0,0,130,1,80,0,5,0,0,0,0,1,0,28,0,16,3,9,1,0,0,0,0,4,19,186,11,104,38,9,99,11,1,2,0,0,0,0,0,1,103,0,0,130,183,8,55,29,617,2,40,5,24,22,2,7,3,13,5,3,5,2,0,1915,2,2942,0
http://dechehang.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://decoracionbebes.com,0,99,0,1,0,0,0,0,2,0,31,0,23,2,13,13,0,0,0,0,3,101,115,1,114,62,7,52,8,6,5,24,0,0,0,0,0,1,57,0,0,28,0,99,0,1,0,0,0,0,2,0,31,0,23,2,13,13,0,0,0,0,3,101,115,1,114,62,7,52,8,6,5,0,0,0,0,0,1,57,0,0,28,166,2,88,5,122,3,56,0,9,16,1,9,7,8,5,3,1,2,191,253,2,949,0
http://decorvise.com,0,72,0,1,0,0,0,0,0,0,41,0,11,28,12,2,0,0,0,0,2,51,110,36,144,45,3,47,56,4,0,0,0,0,0,0,0,0,25,0,0,48,0,72,0,1,0,0,0,0,0,0,41,0,11,28,12,2,0,0,0,0,2,51,110,36,144,45,3,47,56,4,0,0,0,0,0,0,0,25,0,0,48,3,0,3,0,7,0,2,0,10,0,0,2,0,4,0,0,0,2,0,0,2,35,4
http://decoulissen.be,0,16,0,1,0,0,0,0,0,0,11,0,3,19,2,0,0,0,0,0,2,5,15,2,46,4,4,17,6,1,0,2,0,0,0,0,0,0,13,0,0,3,0,16,0,1,0,0,0,0,0,0,11,0,3,19,2,0,0,0,0,0,2,5,15,2,46,4,4,17,6,1,0,0,0,0,0,0,0,13,0,0,3,11,1,6,4,3,1,4,0,7,1,1,7,1,6,0,3,1,2,4,0,2,65,0
http://decoyponey.net,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://dedicateddevelopers.us,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,13,0,0,1,3,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,13,0,0,1,3,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1
http://dedivan.ru,7,93,0,1,0,0,0,0,5,0,41,0,19,1,17,41,0,0,0,0,9,27,63,6,124,11,8,50,9,1,3,4,0,0,0,0,0,5,74,0,0,48,7,93,0,1,0,0,0,0,5,0,41,0,19,1,17,41,0,0,0,0,9,27,63,6,124,11,8,50,9,1,3,0,0,0,0,0,5,74,0,0,48,189,12,39,15,177,9,20,1,9,4,8,13,3,17,5,3,1,3,8,1,2,539,1
http://deemc.homepage.t-online.de,0,38,0,1,0,0,0,0,0,1,14,0,9,0,2,11,0,0,0,0,1,10,47,7,64,8,6,22,6,5,0,2,0,0,0,0,0,1,20,0,0,15,0,38,0,1,0,0,0,0,0,1,14,0,9,0,2,11,0,0,0,0,1,10,47,7,64,8,6,22,6,5,0,0,0,0,0,0,1,20,0,0,15,2,0,6,1,2,1,3,0,10,0,0,2,2,5,0,3,1,1,47,0,2,88,2
http://deepwellsenergy.com,0,21,0,0,0,0,0,0,1,0,9,0,5,0,3,44,0,0,0,0,0,37,27,7,10,29,2,33,29,2,0,0,0,0,0,0,0,0,1,4,1,17,0,21,0,0,0,0,0,0,1,0,9,0,5,0,3,44,0,0,0,0,0,37,27,7,10,29,2,33,29,2,0,0,0,0,0,0,0,1,4,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3
http://deeryarch.me,19,310,0,3,0,0,0,0,71,0,191,0,60,24,78,64,3,0,0,0,18,152,351,119,299,300,28,147,38,15,0,6,0,0,0,0,0,7,119,9,9,166,19,310,0,3,0,0,0,0,71,0,191,0,60,24,78,64,3,0,0,0,18,152,351,119,299,300,28,147,38,15,0,0,0,0,0,0,7,119,9,9,166,143,8,60,11,165,1,14,4,34,5,2,25,5,20,3,4,1,3,166,5,2,681,38
http://definitionen.de,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://degoedegeburen.be,5,153,0,1,0,0,0,0,8,0,55,0,58,20,28,25,1,0,0,0,21,41,197,52,241,55,18,92,17,9,0,4,0,0,0,4,0,7,147,1,5,281,5,153,0,1,0,0,0,0,8,0,55,0,58,20,28,25,1,0,0,0,21,41,197,52,241,55,18,92,17,9,0,0,0,0,4,0,7,147,1,5,281,260,8,46,32,255,2,44,4,14,9,5,13,8,47,3,3,1,2,15,150,2,923,9
http://dekoral.eu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://dela-cruz.eu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://delanothayer.cl,1,55,0,0,0,0,0,0,44,0,35,0,8,10,32,17,0,0,0,0,7,15,66,13,109,16,7,36,8,0,0,2,0,0,0,0,0,1,28,0,5,27,1,55,0,0,0,0,0,0,44,0,35,0,8,10,32,17,0,0,0,0,7,15,66,13,109,16,7,36,8,0,0,0,0,0,0,0,1,28,0,5,27,28,1,19,11,24,0,8,1,10,3,0,6,1,5,1,2,2,2,62,0,1,187,4
http://deligoods.com,2,138,0,1,0,0,0,0,6,0,37,0,16,4,26,7,0,0,0,0,6,36,152,60,175,74,17,71,15,3,2,11,0,0,0,0,0,0,74,8,2,74,2,138,0,1,0,0,0,0,6,0,37,0,16,4,26,7,0,0,0,0,6,36,152,60,175,74,17,71,15,3,2,0,0,0,0,0,0,74,8,2,74,197,7,79,13,260,3,29,1,15,10,1,44,6,50,5,3,1,2,231,77,2,1036,28
http://deliziedelpassato.it,15,98,0,1,0,0,0,0,2,3,18,0,38,3,12,5,0,0,0,0,5,35,117,51,168,12,9,73,20,1,0,0,0,0,0,0,0,5,66,9,2,116,15,98,0,1,0,0,0,0,2,3,18,0,38,3,12,5,0,0,0,0,5,35,117,51,168,12,9,73,20,1,0,0,0,0,0,0,5,66,9,2,116,206,7,69,49,269,6,49,10,25,8,3,22,5,44,12,4,2,0,883,2,2,1677,31
http://delphinph.com,1,70,0,0,0,0,0,0,5,0,21,0,4,21,8,3,0,0,0,0,6,35,72,1,75,34,1,240,27,1,0,1,0,0,0,0,0,3,38,0,1,25,1,70,0,0,0,0,0,0,5,0,21,0,4,21,8,3,0,0,0,0,6,35,72,1,75,34,1,240,27,1,0,0,0,0,0,0,3,38,0,1,25,6,0,2,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,10,0,0,24,26
http://delreywindows.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://del-sieradz.neostrada.pl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://delta5.homepage.t-online.de,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://deltaclub.org,2,81,0,0,0,0,0,0,4,0,33,0,15,2,4,5,4,0,0,0,4,291,119,12,139,55,4,1369,47,0,0,1,0,0,0,0,0,0,33,1,0,37,2,81,0,0,0,0,0,0,4,0,33,0,15,2,4,5,4,0,0,0,4,291,119,12,139,55,4,1369,47,0,0,0,0,0,0,0,0,33,1,0,37,0,0,2,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,13,58
http://delucaproperties.com,0,21,0,0,0,0,0,0,1,0,9,0,5,0,3,44,0,0,0,0,0,37,27,7,10,29,2,31,29,2,0,0,0,0,0,0,0,0,1,4,1,17,0,21,0,0,0,0,0,0,1,0,9,0,5,0,3,44,0,0,0,0,0,37,27,7,10,29,2,31,29,2,0,0,0,0,0,0,0,1,4,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5
http://deminico.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://demisuganda.org,4,29,0,1,0,0,0,0,0,0,14,0,5,2,7,0,0,0,0,0,2,7,52,9,108,14,9,30,13,1,0,2,0,0,0,0,0,0,28,1,3,33,4,29,0,1,0,0,0,0,0,0,14,0,5,2,7,0,0,0,0,0,2,7,52,9,108,14,9,30,13,1,0,0,0,0,0,0,0,28,1,3,33,63,5,24,17,121,3,13,2,10,3,1,10,1,12,1,3,1,2,280,6,2,580,0
http://demo.academia-moscow.ru,11,135,0,0,0,0,0,0,1,2,33,0,22,35,39,51,48,0,0,0,17,49,187,42,168,23,23,59,8,9,0,6,0,0,0,0,0,1,72,0,0,50,11,135,0,0,0,0,0,0,1,2,33,0,22,35,39,51,48,0,0,0,17,49,187,42,168,23,23,59,8,9,0,0,0,0,0,0,1,72,0,0,50,80,3,32,13,117,2,7,2,15,0,5,6,1,4,7,3,1,2,138,40,2,480,2
http://demo.essarinfotech.net,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://demo.evgesha.ru,0,92,0,1,0,0,0,0,7,0,27,0,21,2,22,24,0,0,0,0,15,91,83,16,127,39,11,68,5,6,0,4,0,0,0,0,0,0,80,0,0,118,0,92,0,1,0,0,0,0,7,0,27,0,21,2,22,24,0,0,0,0,15,91,83,16,127,39,11,68,5,6,0,0,0,0,0,0,0,80,0,0,118,172,6,84,20,180,2,29,3,8,5,0,30,7,24,2,4,4,2,90,6,2,680,26
http://demo.fishtime.com.ua,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://demo.hostfabrica.ru,0,16,0,1,0,0,0,0,0,0,20,0,4,0,3,1,0,0,0,0,3,11,22,1,46,11,7,39,5,1,0,2,0,0,0,0,0,0,10,0,0,5,0,16,0,1,0,0,0,0,0,0,20,0,4,0,3,1,0,0,0,0,3,11,22,1,46,11,7,39,5,1,0,0,0,0,0,0,0,10,0,0,5,6,0,5,2,12,0,2,0,5,0,1,3,1,4,0,3,1,2,27,0,2,76,0
http://demo.sp-kunde.de,2,35,0,0,0,0,0,0,0,0,25,0,19,8,2,1,1,0,0,0,5,21,49,12,65,7,2,49,14,0,5,2,0,0,0,0,0,2,23,0,0,76,2,35,0,0,0,0,0,0,0,0,25,0,19,8,2,1,1,0,0,0,5,21,49,12,65,7,2,49,14,0,5,0,0,0,0,0,2,23,0,0,76,56,4,44,51,239,4,33,4,7,4,5,28,6,59,7,3,1,2,9,251,2,819,0
http://demo.website.pl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://democracyandsecurity.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://democro.com,0,76,0,0,0,0,0,0,1,0,19,0,34,14,9,11,0,0,0,0,6,46,76,22,98,26,1,165,27,4,0,1,0,0,0,0,0,0,27,1,0,31,0,76,0,0,0,0,0,0,1,0,19,0,34,14,9,11,0,0,0,0,6,46,76,22,98,26,1,165,27,4,0,0,0,0,0,0,0,27,1,0,31,0,0,5,0,0,0,0,0,7,0,0,0,0,0,2,0,0,0,4,0,0,18,3
http://dendang.net,1,29,0,0,0,0,0,0,0,0,28,0,1,0,3,1,0,0,0,0,2,7,42,0,28,8,1,19,6,0,0,0,0,0,0,0,0,0,11,0,0,5,1,29,0,0,0,0,0,0,0,0,28,0,1,0,3,1,0,0,0,0,2,7,42,0,28,8,1,19,6,0,0,0,0,0,0,0,0,11,0,0,5,30,0,4,2,13,0,2,0,4,0,0,2,1,4,0,2,1,1,1,0,0,67,3
http://denischemlab.com,0,18,0,1,0,0,0,0,0,0,21,0,8,15,9,1,0,0,0,0,3,12,29,0,56,11,7,42,5,1,0,2,0,0,0,0,0,1,28,0,0,29,0,18,0,1,0,0,0,0,0,0,21,0,8,15,9,1,0,0,0,0,3,12,29,0,56,11,7,42,5,1,0,0,0,0,0,0,1,28,0,0,29,54,4,27,4,78,0,9,0,5,4,1,4,5,4,1,3,1,3,132,149,2,490,0
http://dennispearsondesign.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://densart.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://dental.gq,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://dentalinnovation.net,23,458,0,4,0,0,0,0,85,2,129,0,84,23,96,80,4,0,0,0,38,182,388,134,477,178,23,145,67,17,4,4,0,0,0,0,0,4,201,5,10,319,23,458,0,4,0,0,0,0,85,2,129,0,84,23,96,80,4,0,0,0,38,182,388,134,477,178,23,145,67,17,4,0,0,0,0,0,4,201,5,10,319,297,9,106,32,342,2,66,4,32,9,5,13,9,58,3,3,1,2,210,54,2,1259,17
http://denva-art.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://denvertracy.com,2,63,0,0,0,0,0,0,1,0,27,0,35,0,7,21,0,0,0,0,6,20,73,33,82,24,5,36,5,2,0,4,0,0,0,0,0,1,31,0,1,9,2,63,0,0,0,0,0,0,1,0,27,0,35,0,7,21,0,0,0,0,6,20,73,33,82,24,5,36,5,2,0,0,0,0,0,0,1,31,0,1,9,27,1,5,4,25,0,4,0,12,0,0,3,1,4,1,3,1,2,8,0,2,103,3
http://depaardestal.nl,1,60,0,1,0,0,0,0,0,1,22,0,11,0,4,5,0,0,0,0,3,8,53,24,79,13,6,34,11,2,0,4,0,0,0,0,0,0,16,0,0,11,1,60,0,1,0,0,0,0,0,1,22,0,11,0,4,5,0,0,0,0,3,8,53,24,79,13,6,34,11,2,0,0,0,0,0,0,0,16,0,0,11,47,0,24,5,40,1,7,0,10,1,0,2,2,6,0,3,1,1,225,57,2,434,1
http://depic.cba.pl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
http://depomedikal.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://derby-agency.com,0,76,0,0,0,0,0,0,1,0,19,0,34,14,9,11,0,0,0,0,6,46,76,22,98,26,1,165,27,4,0,1,0,0,0,0,0,0,27,1,0,31,0,76,0,0,0,0,0,0,1,0,19,0,34,14,9,11,0,0,0,0,6,46,76,22,98,26,1,165,27,4,0,0,0,0,0,0,0,27,1,0,31,0,0,5,0,0,0,0,0,7,0,0,0,0,0,2,0,0,0,4,0,0,18,3
http://dercocenteryusic.cl,2,129,0,1,0,0,0,0,16,0,59,0,34,7,11,5,0,0,0,0,5,15,150,34,142,50,6,61,17,1,0,5,0,0,0,0,0,0,47,0,0,40,2,129,0,1,0,0,0,0,16,0,59,0,34,7,11,5,0,0,0,0,5,15,150,34,142,50,6,61,17,1,0,0,0,0,0,0,0,47,0,0,40,192,2,43,14,211,0,26,2,12,4,3,45,1,99,2,4,1,2,621,23,2,1309,7
http://desertkingwaterproofing.com,2,146,0,2,0,0,0,0,44,1,63,0,31,7,29,23,0,0,0,0,13,22,140,50,218,23,16,75,14,3,0,2,0,0,0,0,0,2,47,0,0,19,2,146,0,2,0,0,0,0,44,1,63,0,31,7,29,23,0,0,0,0,13,22,140,50,218,23,16,75,14,3,0,0,0,0,0,0,2,47,0,0,19,45,1,19,6,50,3,14,0,22,2,0,5,4,16,3,6,2,2,67,6,4,277,7
http://desertsunlandscape.com,1,127,0,1,0,0,0,0,4,0,46,0,51,18,16,7,0,0,0,0,4,28,126,5,118,48,13,84,11,1,0,2,0,0,0,0,0,1,79,0,1,85,1,127,0,1,0,0,0,0,4,0,46,0,51,18,16,7,0,0,0,0,4,28,126,5,118,48,13,84,11,1,0,0,0,0,0,0,1,79,0,1,85,186,7,64,21,264,1,20,2,14,4,8,12,5,17,8,4,3,3,527,146,2,1318,0
http://designera.org,0,76,0,0,0,0,0,0,1,0,19,0,34,14,9,11,0,0,0,0,6,46,76,22,98,26,1,165,27,4,0,1,0,0,0,0,0,0,27,1,0,31,0,76,0,0,0,0,0,0,1,0,19,0,34,14,9,11,0,0,0,0,6,46,76,22,98,26,1,165,27,4,0,0,0,0,0,0,0,27,1,0,31,0,0,5,0,0,0,0,0,7,0,0,0,0,0,2,0,0,0,4,0,0,18,3
http://designercabochons.co.uk,2,90,0,0,0,0,0,0,1,0,9,0,19,1,0,0,0,0,0,0,2,25,54,15,60,16,2,24,3,2,0,0,0,0,0,0,0,12,14,0,0,2,2,90,0,0,0,0,0,0,1,0,9,0,19,1,0,0,0,0,0,0,2,25,54,15,60,16,2,24,3,2,0,0,0,0,0,0,12,14,0,0,2,2,12,0,0,0,3,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,24,4
